Color,Discount Price,Original Price,URL,Dimensions,CPU,GPU_Model,Screen,Storage,Ram_Model,Battery,RAM,Weight,Storage_Model,GPU
,,,https://meghdadit.com/product/118052/asus-tuf-gaming-fx506li-core-i5-10300h-8gb-512gb-ssd-4gb-full-hd-laptop/,359x256x22 mm,,Nvidia Gforce GeForce® GTX 1650ti,IPS 1080 * 1920,512 GB HDD,DDR4,,8 GB,2.3 kg,SSD,4 GB
,,,https://meghdadit.com/product/118053/asus-zenbook-14-ux425ea-core-i5-1135g7-16gb-1tb-ssd-intel-full-hd-laptop/,319 * 208 * 13.9 میلی متر,INTEL i5-1135G7 2.4 Ghz,Intel Intel® Iris® Xe Graphics (Intel® Core™ i5/i7 models),FHD 1080 * 1920,1 TB HDD,DDR4,,16 GB,1.17 kg,SSD,
,,,https://meghdadit.com/product/118085/asus-laptop-15-x509jb-core-i7-1065g7-12gb-1tb-240gb-ssd-2gb-hd-laptop/,360.2 * 234.9 * 22.9 mm,,Nvidia Gforce GeForce® MX110,FHD 1080 * 1920,240 GB SSD + 1 TB HDD,DDR4,32 Wh,12 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/118150/asus-r545ja-core-i3-1005g1-4gb-1tb-intel-full-hd-laptop/,360x234x23 mm,,,,1 TB HDD,DDR4,,4 GB,1.9 kg,HDD,
,,,https://meghdadit.com/product/118151/asus-r545ja-core-i3-1005g1-8gb-1tb-intel-full-hd-laptop/,360x234x23 mm,,,,1 TB HDD,DDR4,,8 GB,1.9 kg,HDD,
,,,https://meghdadit.com/product/64883/acer-swift-3-sf314-core-i5-8gb-256gb-ssd-2gb-full-hd-laptop/,17.9 * 236 * 340 mm,INTEL i5-8250U 1.6 Ghz,Nvidia Gforce MX150 GDDR5,TFT LED-backlit LCD 1080 * 1920,256 GB HDD,DDR3,3220 mAh,8 GB,1.7 kg,SSD,2 GB 
,,,https://meghdadit.com/product/64884/acer-aspire-es1-524-a6-9210-4gb-1tb-amd-laptop/,24.6 * 258 * 381.8 mm,AMD A6-9210 2.4 Ghz,AMD Radeon R4 Graphics,TFT LED-backlit LCD 768 * 1366,1 TB HDD,DDR3,3220 میلی‌آمپرساعت,4 GB,2.4 kg,SATA,
,,,https://meghdadit.com/product/64403/acer-aspire-a515-core-i5-12gb-1tb-2gb-full-hd-laptop/,28.5 * 259 * 381.6 mm,INTEL i5-8250U 1.6 Ghz,Nvidia Gforce MX150 GDDR5,TFT LED-backlit LCD 1080 * 1920,1 TB HDD,DDR4,3220 mAh,12 GB,2.2 kg,SATA,2 GB 
,,,https://meghdadit.com/product/126932/acer-nitro-5-an515-ryzen-7-5800h-16gb-1tb-ssd-6gb-3060-full-hd-laptop/,26.75 * 256 * 360 mm,AMD Ryzen 7 5800H 3.2 Ghz,Nvidia Gforce NVIDIA GeForce RTX 3060,IPS LED-backlit LCD 1080 * 1920,1 TB HDD,DDR4,57 وات در ساعت,16 GB,2.3 kg,SSD,6 GB 
,,,https://meghdadit.com/product/126933/acer-nitro-5-an515-ryzen-7-5800h-32gb-1tb-ssd-6gb-3060-full-hd-laptop/,26.75 * 256 * 360 mm,AMD Ryzen 7 5800H 3.2 Ghz,Nvidia Gforce NVIDIA GeForce RTX 3060,IPS LED-backlit LCD 1080 * 1920,1 TB HDD,DDR4,57 وات در ساعت,32 GB,2.3 kg,SSD,6 GB 
,,,https://meghdadit.com/product/126934/acer-nitro-5-an515-core-i9-11900h-32gb-1tb-ssd-6gb-3060-full-hd-laptop/,26.75 * 266 * 390 mm,INTEL i9 11900H 2.5 Ghz,Nvidia Gforce NVIDIA GeForce RTX 3060,IPS LED-backlit LCD 1080 * 1920,1 TB HDD,DDR4,,32 GB,2.6 kg,SSD,6 GB 
,,,https://meghdadit.com/product/126935/acer-nitro-5-an515-core-i9-11900h-64gb-1tb-ssd-6gb-3060-full-hd-laptop/,26.75 * 266 * 390 mm,INTEL i9 11900H 2.5 Ghz,Nvidia Gforce NVIDIA GeForce RTX 3060,IPS LED-backlit LCD 1080 * 1920,1 TB HDD,DDR4,,64 GB,2.6 kg,SSD,6 GB 
,,,https://meghdadit.com/product/126936/acer-nitro-5-an515-core-i9-11900h-64gb-2tb-ssd-6gb-3060-full-hd-laptop/,26.75 * 266 * 390 mm,INTEL i9 11900H 2.5 Ghz,Nvidia Gforce NVIDIA GeForce RTX 3060,IPS LED-backlit LCD 1080 * 1920,2 TB HDD,DDR4,,64 GB,2.6 kg,SSD,6 GB 
,,,https://meghdadit.com/product/126937/acer-nitro-5-an515-core-i9-11900h-32gb-512gb-ssd-6gb-3060-full-hd-laptop/,26.75 * 266 * 390 mm,INTEL i9 11900H 2.5 Ghz,Nvidia Gforce NVIDIA GeForce RTX 3060,IPS LED-backlit LCD 1080 * 1920,512 GB HDD,DDR4,,32 GB,2.6 kg,SSD,6 GB 
,,,https://meghdadit.com/product/126938/acer-nitro-5-an515-core-i9-11900h-32gb-1tb-512gb-ssd-6gb-3060-full-hd-laptop/,26.75 * 266 * 390 mm,INTEL i9 11900H 2.5 Ghz,Nvidia Gforce NVIDIA GeForce RTX 3060,IPS LED-backlit LCD 1080 * 1920,512 GB SSD + 1 TB HDD,DDR4,,32 GB,2.6 kg,SSDHDD,6 GB 
,,,https://meghdadit.com/product/126939/acer-nitro-5-an515-core-i9-11900h-16gb-1tb-512gb-ssd-6gb-3060-full-hd-laptop/,26.75 * 266 * 390 mm,INTEL i9 11900H 2.5 Ghz,Nvidia Gforce NVIDIA GeForce RTX 3060,IPS LED-backlit LCD 1080 * 1920,512 GB SSD + 1 TB HDD,DDR4,,16 GB,2.6 kg,SSDHDD,6 GB 
,,,https://meghdadit.com/product/126658/acer-nitro-5-an515-core-i7-11800h-16gb-1tb-ssd-6gb-3060-full-hd-laptop/,26.75 * 266 * 390 mm,,Nvidia Gforce NVIDIA GeForce RTX 3060,IPS LED-backlit LCD 1080 * 1920,1 TB HDD,DDR4,,16 GB,2.6 kg,SSD,6 GB 
,,,https://meghdadit.com/product/126716/acer-nitro-5-an515-core-i9-11900h-16gb-1tb-ssd-6gb-3060-full-hd-laptop/,26.75 * 266 * 390 mm,,Nvidia Gforce NVIDIA GeForce RTX 3060,IPS LED-backlit LCD 1080 * 1920,1 TB HDD,DDR4,,16 GB,2.6 kg,SSD,6 GB 
,,,https://meghdadit.com/product/126553/acer-aspire-7-a715-core-i5-10300h-32gb-1tb-ssd-4gb-1650-full-hd-laptop/,363.4×254.5×23.3 mm,INTEL i5-10300H 2.5 Ghz,Nvidia Gforce GTX1650,IPS 1080 * 1920,1 TB HDD,DDR4,,32 GB,2.15 kg,SSD,4 GB
,,,https://meghdadit.com/product/126554/acer-aspire5-a514-core-i7-1165g7-8gb-1tb-ssd-2gb-mx350-full-hd-laptop/,۲۲۳x۳۲۸x ۱۷.۹۵ mm,INTEL i7 1165G7 2.8 Ghz,Nvidia Gforce Geforce MX۳۵۰,IPS 1080 * 1920,1 TB HDD,DDR4,,8 GB,1.9 kg,SSD,2 GB 
,,,https://meghdadit.com/product/126555/acer-aspire5-a514-core-i5-1135g7-8gb-1tb-256gb-ssd-2gb-mx350-full-hd-laptop/,۲۲۳x۳۲۸x ۱۷.۹۵ mm,INTEL i5-1135G7 2.4 Ghz,Nvidia Gforce Geforce MX۳۵۰,IPS 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,,8 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/126021/acer-nitro-5-an515-55-597f-core-i5-10300h-8gb-1tb-256gb-ssd-4gb-1650-full-hd-lap/,363.4x255x23.9 mm,INTEL i5-10300H 2.5 Ghz,Nvidia Gforce Geforce GTX 1650,IPS 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,57 وات‌ساعت,8 GB,2.3 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/126028/acer-predator-helios-300-ph315-54-99wt-core-i9-11900h-16gb-512gb-ssd-8gb-full-hd/,22.8×254×363.2 mm,INTEL i9 11900H 2.5 Ghz,Nvidia Gforce Geforce RTX3070,IPS 1080 * 1920,512 GB HDD,DDR4,4Cell 59WHr,16 GB,2.5 kg,SSD,8 GB 
,,,https://meghdadit.com/product/125858/acer-nitro-5-an515-core-i9-11900h-16gb-512gb-ssd-6gb-3060-full-hd-laptop/,26.75 * 266 * 390 mm,,Nvidia Gforce NVIDIA GeForce RTX 3060,IPS LED-backlit LCD 1080 * 1920,512 GB HDD,DDR4,,16 GB,2.6 kg,SSD,6 GB 
,,,https://meghdadit.com/product/125722/acer-nitro-5-an515-core-i7-11800h-32gb-2tb-ssd-4gb-3050-full-hd-laptop/,26.75 * 266 * 390 mm,,Nvidia Gforce NVIDIA GeForce RTX 3050,IPS LED-backlit LCD 1080 * 1920,2 TB HDD,DDR4,,32 GB,2.6 kg,SSD,4 GB
,,,https://meghdadit.com/product/125442/acer-predator-helios-ph315-core-i711800h-laptop/,,INTEL i7-11800H 1.9 Ghz,Nvidia Gforce GeForce RTX™ 3070,IPS LED-backlit LCD 1080 * 1920,512 GB HDD,DDR4,,32 GB,2.5 kg,SSD,8 GB 
,,,https://meghdadit.com/product/125443/acer-predator-helios-ph315-core-i711800h-laptop/,,INTEL i7-11800H 1.9 Ghz,Nvidia Gforce GeForce RTX™ 3070,IPS LED-backlit LCD 1080 * 1920,1 TB HDD,DDR4,,32 GB,2.5 kg,SSD,8 GB 
,,,https://meghdadit.com/product/124719/acer-predator-helios-ph315-core-i711800h-laptop/,,INTEL i7-11800H 1.9 Ghz,Nvidia Gforce GeForce RTX™ 3070,IPS LED-backlit LCD 1080 * 1920,512 GB HDD,DDR4,,16 GB,2.5 kg,SSD,8 GB 
,,,https://meghdadit.com/product/124720/acer-predator-helios-ph315-core-i711800h-laptop/,,INTEL i7-11800H 1.9 Ghz,Nvidia Gforce GeForce RTX™ 3070,IPS LED-backlit LCD 1080 * 1920,1 TB HDD,DDR4,,16 GB,2.5 kg,SSD,8 GB 
,,,https://meghdadit.com/product/75824/asus-zenbook-ux580gd-core-i7-16gb-1tb-ssd-4gb-touch-laptop/,365x241x18.9 mm,INTEL i7-9750H 2.2 Ghz,Nvidia Gforce Geforce GTX1050,IPS LED-backlit LCD 1080 * 1920,1 TB HDD,DDR4,71 Wh,16 GB,1.88 kg,SSD,4 GB
,,,https://meghdadit.com/product/75825/asus-zenbook-ux533fd-core-i7-16gb-512gb-ssd-2gb-full-hd-laptop/,354x220x17.9 mm,INTEL i7-8565U 1.8 Ghz,Nvidia Gforce GTX1050 MAX-Q,IPS 1080 * 1920,512 GB HDD,DDR4,73 Wh,16 GB,1.59 kg,SSD,2 GB 
,,,https://meghdadit.com/product/107462/asus-vivobook-s15-s531fl-core-i7-8gb-1tb-2gb-full-hd-laptop/,361x2435x17.9 mm,INTEL i7-8565U 1.8 Ghz,Nvidia Gforce MX250 GDDR5 VRAM,LED-backlit Full HD 1080 * 1920,1 TB HDD,DDR4,42 Wh,8 GB,1.8 kg,HDD,2 GB 
,,,https://meghdadit.com/product/107606/asus-m570dd-ryzen-7-3700u-4gb-1tb-256gb-ssd-4gb-full-hd-laptop/,374.6 * 256 * 21.9 mm,AMD Ryzen 7 3700U 2.3 Ghz,AMD AMD Radeon™ RX 540X,"15.6"" (16:9) LED-backlit FHD (1920x1080) 60Hz Anti-Glare Panel with 45% NTSC 1080 * 1920",256 GB SSD + 1 TB HDD,DDR4,48 Wh,4 GB,,SSDHDD,4 GB
,,,https://meghdadit.com/product/107767/asus-zenbook-13-ux333flc-core-i7-16gb-256gb-ssd-2gb-full-hd-laptop/,303 × 189 × 17.9 mm,INTEL i7 10510U 2.0 Ghz,Nvidia Gforce GeForce® MX250,(16:9) LED-backlit 60Hz Anti-Glare Panel with 72% NTSC 1080 * 1920,256 GB HDD,DDR3,50 وات‌ساعت,16 GB,1.15 kg,SSD,2 GB 
,,,https://meghdadit.com/product/107768/asus-zenbook-13-ux333flc-core-i7-16gb-1tb-ssd-2gb-full-hd-laptop/,303 × 189 × 17.9 mm,INTEL i7 10510U 2.0 Ghz,Nvidia Gforce GeForce® MX250,(16:9) LED-backlit 60Hz Anti-Glare Panel with 72% NTSC 1080 * 1920,1 TB HDD,DDR3,50 وات‌ساعت,16 GB,1.15 kg,SSD,2 GB 
,,,https://meghdadit.com/product/107769/asus-zenbook-13-ux333flc-core-i5-8gb-256gb-ssd-2gb-full-hd-laptop/,303 × 189 × 17.9 mm,,Nvidia Gforce GeForce® MX250,(16:9) LED-backlit 60Hz Anti-Glare Panel with 72% NTSC 1080 * 1920,256 GB HDD,DDR3,50 وات‌ساعت,8 GB,1.15 kg,SSD,2 GB 
,,,https://meghdadit.com/product/107615/asus-zenbook-flip-ux561un-core-i7-8gb-1tb-2gb-full-hd-touch-laptop/,19.2 × 246 × 364 mm,INTEL i7-8550U 1.8 Ghz,Nvidia Gforce MX150 DDR5,178°wide-view technology 1080 * 1920,1 TB HDD,DDR4,52 Wh,8 GB,1.9 kg,HDD,2 GB 
,,,https://meghdadit.com/product/107900/asus-vivobook-pro-15-n580gd-core-i7-8gb-1tb-256gb-ssd-4gb-full-hd-laptop/,381 * 256 * 20 mm,INTEL i7-8750H 2.2 Ghz,Nvidia Gforce GTX 1050 GDDR5,"15.6"" (16:9) LED-backlit FHD (1920x1080) 60Hz Anti-Glare Panel with 45% NTSC 1080 * 1920",256 GB SSD + 1 TB HDD,DDR4,47 وات‌ساعت,8 GB,1.99 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/107901/asus-vivobook-pro-15-n580gd-core-i7-8gb-1tb-480gb-ssd-4gb-full-hd-laptop/,381 * 256 * 20 mm,INTEL i7-8750H 2.2 Ghz,Nvidia Gforce GTX 1050 GDDR5,"15.6"" (16:9) LED-backlit FHD (1920x1080) 60Hz Anti-Glare Panel with 45% NTSC 1080 * 1920",480 GB SSD + 1 TB HDD,DDR4,47 وات‌ساعت,8 GB,1.99 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/107902/asus-vivobook-pro-15-n580gd-core-i7-12gb-1tb-128gb-ssd-4gb-full-hd-laptop/,381 * 256 * 20 mm,INTEL i7-8750H 2.2 Ghz,Nvidia Gforce GTX 1050 GDDR5,"15.6"" (16:9) LED-backlit FHD (1920x1080) 60Hz Anti-Glare Panel with 45% NTSC 1080 * 1920",128 GB SSD + 1 TB HDD,DDR4,47 وات‌ساعت,12 GB,1.99 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/107903/asus-vivobook-pro-15-n580gd-core-i7-12gb-2tb-120gb-ssd-4gb-full-hd-laptop/,381 * 256 * 20 mm,INTEL i7-8750H 2.2 Ghz,Nvidia Gforce GTX 1050 GDDR5,"15.6"" (16:9) LED-backlit FHD (1920x1080) 60Hz Anti-Glare Panel with 45% NTSC 1080 * 1920",120 GB SSD + 2 TB HDD,DDR4,47 وات‌ساعت,12 GB,1.99 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/107904/asus-vivobook-pro-15-n580gd-core-i7-12gb-1tb-240gb-ssd-4gb-full-hd-laptop/,381 * 256 * 20 mm,INTEL i7-8750H 2.2 Ghz,Nvidia Gforce GTX 1050 GDDR5,"15.6"" (16:9) LED-backlit FHD (1920x1080) 60Hz Anti-Glare Panel with 45% NTSC 1080 * 1920",240 GB SSD + 1 TB HDD,DDR4,47 وات‌ساعت,12 GB,1.99 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/107905/asus-vivobook-pro-15-n580gd-core-i7-12gb-2tb-480gb-ssd-4gb-full-hd-laptop/,381 * 256 * 20 mm,INTEL i7-8750H 2.2 Ghz,Nvidia Gforce GTX 1050 GDDR5,"15.6"" (16:9) LED-backlit FHD (1920x1080) 60Hz Anti-Glare Panel with 45% NTSC 1080 * 1920",480 GB SSD + 2 TB HDD,DDR4,47 وات‌ساعت,12 GB,1.99 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/107631/asus-zenbook-15-ux533fn-core-i7-16gb-512gb-ssd-2gb-full-hd-laptop/,354x220x17.9 mm,INTEL i7-8565U 1.8 Ghz,Nvidia Gforce GeForce® MX150Integrated Intel® UHD Graphics 620,15.6” LED-backlit FHD (1920 x 1080) 16:9 Standard screen 1080 * 1920,512 GB HDD,DDR4,73 Wh,16 GB,1.59 kg,SSD,2 GB 
,,,https://meghdadit.com/product/107632/asus-zenbook-15-ux533fn-core-i5-16gb-512gb-ssd-2gb-full-hd-laptop/,354x220x17.9 mm,INTEL i5-8265U 1.6 Ghz,Nvidia Gforce GeForce® MX150Integrated Intel® UHD Graphics 620,15.6” LED-backlit FHD (1920 x 1080) 16:9 Standard screen 1080 * 1920,512 GB HDD,DDR4,73 Wh,16 GB,1.59 kg,SSD,2 GB 
,,,https://meghdadit.com/product/107633/asus-zenbook-15-ux533fn-core-i5-8gb-512gb-ssd-2gb-full-hd-laptop/,354x220x17.9 mm,INTEL i5-8265U 1.6 Ghz,Nvidia Gforce GeForce® MX150Integrated Intel® UHD Graphics 620,15.6” LED-backlit FHD (1920 x 1080) 16:9 Standard screen 1080 * 1920,512 GB HDD,DDR4,73 Wh,8 GB,1.59 kg,SSD,2 GB 
,,,https://meghdadit.com/product/107634/asus-zenbook-15-ux533fn-core-i5-8gb-256gb-ssd-2gb-full-hd-laptop/,354x220x17.9 mm,INTEL i5-8265U 1.6 Ghz,Nvidia Gforce GeForce® MX150Integrated Intel® UHD Graphics 620,15.6” LED-backlit FHD (1920 x 1080) 16:9 Standard screen 1080 * 1920,256 GB HDD,DDR4,73 Wh,8 GB,1.59 kg,SSD,2 GB 
,,,https://meghdadit.com/product/107648/asus-tuf-gaming-fx505-core-i7-16gb-1tb-512gb-ssd-4gb-full-hd-laptop/,360.4 * 262.0 * 25.8 ~26.8 mm,INTEL i7-8750H 2.2 Ghz,Nvidia Gforce GTX 1050TI,TFT LED-backlit IPS LCD 1080 * 1920,512 GB SSD + 1 TB HDD,DDR4,48 وات‌ساعت,16 GB,2.2 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/107796/asus-vivobook-pro-15-n580gd-core-i7-32gb-1tb-4gb-full-hd-laptop/,381 * 256 * 20 mm,INTEL i7-8750H 2.2 Ghz,Nvidia Gforce GTX 1050 GDDR5,IPS LED-backlit LCD 1080 * 1920,1 TB HDD,DDR4,47 وات‌ساعت,32 GB,1.99 kg,HDD,4 GB
,,,https://meghdadit.com/product/107881/asus-rog-zephyrus-s-gx701gx-core-i7-24gb-1tb-ssd-8gb-full-hd-laptop/,18.7 × 272 × 399 mm,INTEL i7-8750H 2.2 Ghz,Nvidia Gforce RTX 2080 GDDR6,IPS level panel 1080 * 1920,1 TB HDD,DDR4,64 وات‌ساعت,24 GB,2.7 kg,SSD,8 GB 
,,,https://meghdadit.com/product/107886/asus-tuf-gaming-fx505dv-ryzen7-3750h-32gb-1tb-512gb-ssd-6gb-full-hd-laptop/,360.4 * 262.0 * 25.8 ~26.8 mm,,"Nvidia Gforce GeForce® RTX 2060 ,GDDR6",(16:9) LED-backlit FHD (1920x1080 1080 * 1920,512 GB SSD + 1 TB HDD,DDR4,48 وات‌ساعت,32 GB,2.2 kg,SSDHDD,6 GB 
,,,https://meghdadit.com/product/107887/asus-tuf-gaming-fx505dv-ryzen7-3750h-16gb-1tb-512gb-ssd-6gb-full-hd-laptop/,360.4 * 262.0 * 25.8 ~26.8 mm,,"Nvidia Gforce GeForce® RTX 2060 ,GDDR6",(16:9) LED-backlit FHD (1920x1080 1080 * 1920,512 GB SSD + 1 TB HDD,DDR4,48 وات‌ساعت,16 GB,2.2 kg,SSDHDD,6 GB 
,,,https://meghdadit.com/product/107888/asus-tuf-gaming-fx505dv-ryzen7-3750h-16gb-512gb-ssd-6gb-full-hd-laptop/,360.4 * 262.0 * 25.8 ~26.8 mm,,"Nvidia Gforce GeForce® RTX 2060 ,GDDR6",(16:9) LED-backlit FHD (1920x1080 1080 * 1920,512 GB HDD,DDR4,48 وات‌ساعت,16 GB,2.2 kg,SSD,6 GB 
,,,https://meghdadit.com/product/119130/asus-m509dj-ryzen-7-3700u-8gb-1tb-256gb-ssd-2gb-hd-laptop/,360.2 * 234.9 * 22.9 mm,,Nvidia Gforce NVIDIA® GeForce® MX230 GDDR5 VRAM,LED-backlit FHD 768 * 1366,256 GB SSD + 1 TB HDD,DDR4,32 Wh,8 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/119137/asus-m509dj-ryzen-7-3700u-8gb-512gb-ssd-2gb-hd-laptop/,360.2 * 234.9 * 22.9 mm,,Nvidia Gforce NVIDIA® GeForce® MX230 GDDR5 VRAM,LED-backlit FHD 768 * 1366,512 GB HDD,DDR4,32 Wh,8 GB,1.8 kg,SSD,2 GB 
,,,https://meghdadit.com/product/119488/asus-tuf-gaming-fx506li-core-i5-10300h-32gb-512gb-ssd-4gb-1650-full-hd-laptop/,359x256x22 mm,,Nvidia Gforce GeForce® GTX 1650,IPS 1080 * 1920,512 GB HDD,DDR4,,32 GB,2.3 kg,SSD,4 GB
,,,https://meghdadit.com/product/119489/asus-tuf-gaming-fx506li-core-i5-10300h-32gb-1tb-ssd-4gb-1650-full-hd-laptop/,359x256x22 mm,,Nvidia Gforce GeForce® GTX 1650,IPS 1080 * 1920,1 TB HDD,DDR4,,32 GB,2.3 kg,SSD,4 GB
,,,https://meghdadit.com/product/119503/asus-zenbook-um325ua-oled-screen-ryzen-7-5700u-16gb-1tb-ssd-vega8-full-hd-laptop/,30.4 × 20.3 × 1.39 سانتی متر,,AMD Radeon Vega8,IPS / OLED 1080 * 1920,1 TB HDD,DDR4,67 وات در ساعت,16 GB,1.14 kg,SSD,
,,,https://meghdadit.com/product/119505/asus-zenbook-um425ia-ryzen7-4700u-8gb-1tb-ssd-vega7-2gb-full-hd-laptop/,210 * 319 * 143 mm,AMD Ryzen 7 4700U 2.0 Ghz,AMD Radeon AMD RX VEGA 7,Full HD (1920×1080) IPS 1080 * 1920,1 TB HDD,DDR4,,8 GB,1.13 kg,SSD,
,,,https://meghdadit.com/product/119950/asus-vivobook-k513eq-core-i7-1165g7-8gb-1tb-256gb-ssd-2gb-full-hd-laptop/,359x235x17.9 mm,INTEL i7 1165G7 2.8 Ghz,Nvidia Gforce NVIDIA Geforce MX350,Full HD (1920×1080) 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,42 وات در ساعت,8 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/119951/asus-vivobook-k513eq-core-i7-1165g7-12gb-1tb-256gb-ssd-2gb-full-hd-laptop/,359x235x17.9 mm,INTEL i7 1165G7 2.8 Ghz,Nvidia Gforce NVIDIA Geforce MX350,Full HD (1920×1080) 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,42 وات در ساعت,12 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/119952/asus-vivobook-k513eq-core-i7-1165g7-16gb-1tb-256gb-ssd-2gb-full-hd-laptop/,359x235x17.9 mm,INTEL i7 1165G7 2.8 Ghz,Nvidia Gforce NVIDIA Geforce MX350,Full HD (1920×1080) 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,42 وات در ساعت,16 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/119953/asus-vivobook-k513eq-core-i7-1165g7-8gb-1tb-512gb-ssd-2gb-full-hd-laptop/,359x235x17.9 mm,INTEL i7 1165G7 2.8 Ghz,Nvidia Gforce NVIDIA Geforce MX350,Full HD (1920×1080) 1080 * 1920,512 GB SSD + 1 TB HDD,DDR4,42 وات در ساعت,8 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/119954/asus-vivobook-k513eq-core-i7-1165g7-16gb-1tb-512gb-ssd-2gb-full-hd-laptop/,359x235x17.9 mm,INTEL i7 1165G7 2.8 Ghz,Nvidia Gforce NVIDIA Geforce MX350,Full HD (1920×1080) 1080 * 1920,512 GB SSD + 1 TB HDD,DDR4,42 وات در ساعت,16 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/119955/asus-vivobook-k513eq-core-i7-1165g7-8gb-1tb-128gb-ssd-2gb-full-hd-laptop/,359x235x17.9 mm,INTEL i7 1165G7 2.8 Ghz,Nvidia Gforce NVIDIA Geforce MX350,Full HD (1920×1080) 1080 * 1920,128 GB SSD + 1 TB HDD,DDR4,42 وات در ساعت,8 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/119956/asus-vivobook-k513eq-core-i7-1165g7-16gb-1tb-128gb-ssd-2gb-full-hd-laptop/,359x235x17.9 mm,INTEL i7 1165G7 2.8 Ghz,Nvidia Gforce NVIDIA Geforce MX350,Full HD (1920×1080) 1080 * 1920,128 GB SSD + 1 TB HDD,DDR4,42 وات در ساعت,16 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/119957/asus-vivobook-k513eq-core-i7-1165g7-12gb-1tb-128gb-ssd-2gb-full-hd-laptop/,359x235x17.9 mm,INTEL i7 1165G7 2.8 Ghz,Nvidia Gforce NVIDIA Geforce MX350,Full HD (1920×1080) 1080 * 1920,128 GB SSD + 1 TB HDD,DDR4,42 وات در ساعت,12 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/119958/asus-rog-strix-g15-g513qr-ryzen-7-5800h-16gb-1tb-ssd-8gb-rtx-3070-full-hd-laptop/,354x259x27.2 میلی متر,,Nvidia Gforce NVIDIA GeForce RTX 3070,IPS 1080 * 1920,1 TB HDD,DDR4,90 Wh,16 GB,2.3 kg,SSD,8 GB 
,,,https://meghdadit.com/product/119959/asus-rog-strix-g15-g513qr-ryzen-7-5800h-32gb-1tb-ssd-8gb-rtx-3070-full-hd-laptop/,354x259x27.2 میلی متر,,Nvidia Gforce NVIDIA GeForce RTX 3070,IPS 1080 * 1920,1 TB HDD,DDR4,90 Wh,32 GB,2.3 kg,SSD,8 GB 
,,,https://meghdadit.com/product/119960/asus-rog-strix-g15-g513qr-ryzen-7-5800h-16gb-512gb-ssd-8gb-rtx-3070-full-hd-lapt/,354x259x27.2 میلی متر,,Nvidia Gforce NVIDIA GeForce RTX 3070,IPS 1080 * 1920,512 GB HDD,DDR4,90 Wh,16 GB,2.3 kg,SSD,8 GB 
,,,https://meghdadit.com/product/119968/asus-rog-strix-g15-g513qm-ryzen-9-5900hx-16gb-1tb-ssd-6gb-rtx-3060-full-hd-lapto/,354x259x27.2 میلی متر,,Nvidia Gforce NVIDIA GeForce RTX 3060,IPS 1080 * 1920,1 TB HDD,DDR4,90 Wh,16 GB,2.3 kg,SSD,6 GB 
,,,https://meghdadit.com/product/119969/asus-rog-strix-g15-g513qm-ryzen-9-5900hx-32gb-1tb-ssd-6gb-rtx-3060-full-hd-lapto/,354x259x27.2 میلی متر,,Nvidia Gforce NVIDIA GeForce RTX 3060,IPS 1080 * 1920,1 TB HDD,DDR4,90 Wh,32 GB,2.3 kg,SSD,6 GB 
,,,https://meghdadit.com/product/120158/asus-zenbook-15-ux534eg-core-i7-1165g7-16gb-1tb-ssd-2gb-full-hd-laptop/,319 * 199 * 16.9 میلی متر,INTEL i7 1165G7 2.8 Ghz,Nvidia Gforce NVIDIA® GeForce MX450,LED-backlit IPS 1080 * 1920,1 TB HDD,DDR3,,16 GB,1.29 kg,SSD,2 GB 
,,,https://meghdadit.com/product/120159/asus-zenbook-15-ux534eg-core-i7-1165g7-8gb-1tb-ssd-2gb-full-hd-laptop/,319 * 199 * 16.9 میلی متر,INTEL i7 1165G7 2.8 Ghz,Nvidia Gforce NVIDIA® GeForce MX450,LED-backlit IPS 1080 * 1920,1 TB HDD,DDR3,,8 GB,1.29 kg,SSD,2 GB 
