url,Title,Manufacturer,Model_Name,Screen_Size,Resolution,CPU,RAM,RAM_type,Storage,Storage_type,GPU,GPU_RAM,Size,Weight,Score,Battery_life,Price
https://www.zoomit.ir/product/lenovo-loq-15irh8-core-i5-13420h-rtx-4050-32gb-1tb/,لپ تاپ LOQ 15IRH8 لنوو - Core i5-13420H RTX 4050 32GB 1TB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-13420H,32 گیگابایت,DDR5,1 ترابایت,SSD,انویدیا GeForce RTX 4050,6 گیگابایت از نوع GDDR6,25.2 × 264.8 × 359.6 میلی‌متر,2.4 کیلوگرم,6,باتری 4 سلولی با ظرفیت 60 وات‌ساعت," 52,000,000 "
https://www.zoomit.ir/product/asus-vivobook-r565ep-core-i3-1115g4-mx330-20gb-512gb/,لپ تاپ VivoBook R565EP ایسوس - Core i3-1115G4 MX330 20GB 512GB, VivoBook R565EP,ASUS,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,20 گیگابایت,DDR4,512 گیگابایت,SSD,انویدیا GeForce MX330,2 گیگابایت از نوع GDDR5 و 64 بیت,19.9 × 234.9 × 360.2 میلی‌متر,1.8 کیلوگرم,7,باتری 2 سلولی با ظرفیت 37 وات‌ساعت," 22,884,000 "
https://www.zoomit.ir/product/apple-macbook-air-15-2023-m2-24gb-512gb/,لپ تاپ مک بوک ایر 15 اینچی 2023 اپل - M2 24GB 512GB,,,15.3 اینچ,1864×2880,اپل M2,24 گیگابایت,,512 گیگابایت,SSD,,,11.5 × 237.6 × 304.4 میلی‌متر,1.51 کیلوگرم,8,باتری لیتیوم پلیمری با ظرفیت 66.5 وات‌ساعت," 110,900,000 "
https://www.zoomit.ir/product/lenovo-thinkbook-15-core-i3-1115g4-uhd-8gb-1512gb/,لپ تاپ ThinkBook 15 لنوو - Core i3-1115G4 UHD 8GB 1512GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,8 گیگابایت,DDR4-3200,1512 گیگابایت (1 ترابایت HDD و 512 گیگابایت SSD),هیبریدی (SSD و HDD),,,18.9 × 245 × 364 میلی‌متر,1.7 کیلوگرم,7,باتری 3 سلولی با ظرفیت 45 وات‌ساعت," 17,799,000 "
https://www.zoomit.ir/product/asus-vivobook-15-r1502za-core-i7-12700h-iris-xe-40gb-1tb/,لپ تاپ VivoBook 15 R1502ZA ایسوس - Core i7-12700H Iris Xe 40GB 1TB, VivoBook 15 R1502ZA,ASUS,15.6 اینچ,1080×1920 - FHD,اینتل Core i7-12700H,40 گیگابایت,DDR4,1 ترابایت,SSD,,,19.9 × 232.5 × 359.7 میلی‌متر,1.7 کیلوگرم,8,باتری 3 سلولی با ظرفیت 42 وات‌ساعت," 40,600,000 "
https://www.zoomit.ir/product/asus-x509fa-core-i3-10110u-uhd-620-8gb-512gb/,لپ تاپ X509FA ایسوس - Core i3-10110U UHD 620 8GB 512GB, X509FA,ASUS,15.6 اینچ,HD - 1366×768,اینتل Core i3-10110U,8 گیگابایت,DDR4-2400,512 گیگابایت,SSD,,فاقد حافظه‌ی گرافیکی مجزا,22.9 × 234 × 360 میلی‌متر,1.8 کیلوگرم,6,باتری 2 سلولی با ظرفیت 32 وات‌ساعت," 17,500,000 "
https://www.zoomit.ir/product/acer-aspire-3-a315-58-39p3-core-i3-1115g4-uhd-8gb-1tb-hdd/,لپ تاپ اسپایر 3 A315-58-39P3 ایسر - Core i3-1115G4 UHD 8GB 1TB HDD,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,8 گیگابایت,DDR4,1 ترابایت,HDD,,,19.9 × 238 × 363.4 میلی‌متر,1.8 کیلوگرم,6,باتری 2 سلولی با ظرفیت 36 وات‌ساعت," 15,700,000 "
https://www.zoomit.ir/product/msi-summit-e16flip-a13vft-core-i7-1360p-rtx-4060-32gb-2tb/,لپ تاپ Summit E16Flip A13VFT ام اس آی - Core i7-1360P RTX 4060 32GB 2TB, Summit E16Flip A13VFT,MSI,16 اینچ,QHD - 2560×1600,اینتل Core i7-1360P,32 گیگابایت,LPDDR5,2 ترابایت,SSD,انویدیا GeForce RTX 4060,8 گیگابایت از نوع GDDR6,16.8 × 258.5 × 358 میلی‌متر,2.1 کیلوگرم,7,باتری 4 سلولی با ظرفیت 82 وات‌ساعت," 90,999,000 "
https://www.zoomit.ir/product/lenovo-thinkbook-15-g2-core-i3-1115g4-uhd-12gb-2tb/,لپ تاپ ThinkBook 15 G2 لنوو - Core i3-1115G4 UHD 12GB 2TB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,12 گیگابایت,DDR4,2 ترابایت (1 ترابایت HDD و 1 ترابایت SSD),هیبریدی (SSD و HDD),,,18.9 × 245 × 364 میلی‌متر,1.7 کیلوگرم,6,باتری 3 سلولی با ظرفیت 45 وات‌ساعت," 20,800,000 "
https://www.zoomit.ir/product/lenovo-thinkbook-15-g2-core-i3-1115g4-uhd-12gb-1128gb/,لپ تاپ ThinkBook 15 G2 لنوو - Core i3-1115G4 UHD 12GB 1128GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,12 گیگابایت,DDR4-3200,1128 گیگابایت (1 ترابایت HDD و 128 گیگابایت SSD),هیبریدی (SSD و HDD),,,18.9 × 245 × 364 میلی‌متر,1.7 کیلوگرم,7,باتری 3 سلولی با ظرفیت 45 وات‌ساعت," 18,350,000 "
https://www.zoomit.ir/product/asus-vivobook-15-r1504va-core-i3-1315u-uhd-8gb-256gb/,لپ تاپ VivoBook 15 R1504VA ایسوس - Core i3-1315U UHD 8GB 256GB, VivoBook 15 R1504VA,ASUS,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1315U,8 گیگابایت,DDR4,256 گیگابایت,SSD,,,17.9 × 232.5 × 359.7 میلی‌متر,1.7 کیلوگرم,7,باتری 3 سلولی با ظرفیت 42 وات‌ساعت," 21,400,000 "
https://www.zoomit.ir/product/lenovo-loq-16irh8-core-i7-13620h-rtx-4060-16gb-512gb/,لپ تاپ LOQ 16IRH8 لنوو - Core i7-13620H RTX 4060 16GB 512GB,,,16 اینچ,1600×2560 - WQXGA,اینتل Core i7-13620H,16 گیگابایت,DDR5,512 گیگابایت,SSD,انویدیا GeForce RTX 4060,8 گیگابایت از نوع GDDR6,25.9 × 277.5 × 359.6 میلی‌متر,2.6 کیلوگرم,8,باتری 4 سلولی با ظرفیت 60 وات‌ساعت," 56,535,000 "
https://www.zoomit.ir/product/acer-aspire-3-a315-58g-35gh-core-i3-1115g4-mx350-8gb-1512gb/,لپ تاپ اسپایر 3 A315-58G-35GH ایسر - Core i3-1115G4 MX350 8GB 1512GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,8 گیگابایت,DDR4,1512 گیگابایت (1 ترابایت HDD و 512 گیگابایت SSD),هیبریدی (HDD و SSD),انویدیا GeForce MX350,2 گیگابایت از نوع GDDR5,19.9 × 238.4 × 363.4 میلی‌متر,1.8 کیلوگرم,8,باتری 2 سلولی با ظرفیت 36 وات‌ساعت," 20,300,000 "
https://www.zoomit.ir/product/lenovo-thinkbook-15-g2-core-i3-1115g4-uhd-4gb-256gb/,لپ تاپ ThinkBook 15 G2 لنوو - Core i3-1115G4 UHD 4GB 256GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,4 گیگابایت,DDR4-3200,256 گیگابایت,SSD,,,18.9 × 245 × 364 میلی‌متر,1.7 کیلوگرم,7,باتری 3 سلولی با ظرفیت 45 وات‌ساعت," 15,990,000 "
https://www.zoomit.ir/product/asus-x509fa-core-i3-10110u-uhd-620-12gb-1tb-hdd/,لپ تاپ X509FA ایسوس - Core i3-10110U UHD 620 12GB 1TB HDD, X509FA,ASUS,15.6 اینچ,HD - 1366×768,اینتل Core i3-10110U,12 گیگابایت,DDR4-2400,1 ترابایت,HDD,,فاقد حافظه‌ی گرافیکی مجزا,22.9 × 234 × 360 میلی‌متر,1.8 کیلوگرم,8,باتری 2 سلولی با ظرفیت 32 وات‌ساعت," 18,050,000 "
https://www.zoomit.ir/product/lenovo-v15-g2-core-i3-1215u-uhd-8gb-256gb/,لپ تاپ V15 G2 لنوو - Core i3-1215U UHD 8GB 256GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1215U,8 گیگابایت,DDR4,256 گیگابایت,SSD,,,19.9 × 235.8 × 359.2 میلی‌متر,1.7 کیلوگرم,7,باتری 2 سلولی با ظرفیت 38 وات‌ساعت," 15,999,000 "
https://www.zoomit.ir/product/lenovo-v15-g2-core-i5-1135g7-mx350-8gb-512gb/,لپ تاپ V15 G2 لنوو - Core i5-1135G7 MX350 8GB 512GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-1135G7,8 گیگابایت,DDR4,512 گیگابایت,SSD,انویدیا GeForce MX350,2 گیگابایت,19.9 × 251.5 × 362.2 میلی‌متر,1.85 کیلوگرم,7,باتری 2 سلولی با ظرفیت 38 وات‌ساعت," 23,290,000 "
https://www.zoomit.ir/product/lenovo-v15-g3-core-i3-1215u-uhd-8gb-1128gb/,لپ تاپ V15 G3 لنوو - Core i3-1215U UHD 8GB 1128GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1215U,8 گیگابایت,DDR4,1128 گیگابایت (1 ترابایت HDD و 128 گیگابایت SSD),هیبریدی (SSD و HDD),,,19.9 × 236 × 359 میلی‌متر,1.7 کیلوگرم,6,باتری 2 سلولی با ظرفیت 38 وات‌ساعت," 18,700,000 "
https://www.zoomit.ir/product/hp-victus-15-fa1093dx-core-i5-13420h-rtx-3050-16gb-1tb/,لپ تاپ Victus 15 FA1093DX اچ پی - Core i5-13420H RTX 3050 16GB 1TB, Victus 15 FA1093DX,HP,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-13420H,16 گیگابایت,DDR4,1 ترابایت,SSD,انویدیا GeForce RTX 3050,6 گیگابایت از نوع GDDR6,23.5 × 255 × 357.9 میلی‌متر,2.2 کیلوگرم,8,باتری 4 سلولی لیتیوم یونی با ظرفیت 52.5 وات‌ساعت," 47,550,000 "
https://www.zoomit.ir/product/lenovo-ideapad-3-core-i5-1155g7-mx350-24gb-1256gb/,لپ تاپ IdeaPad 3 لنوو - Core i5-1155G7 MX350 24GB 1256GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-1155G7,24 گیگابایت,DDR4-3200,1256 گیگابایت (1 ترابایت HDD و 256 گیگابایت SSD),هیبریدی (SSD و HDD),انویدیا GeForce MX350,2 گیگابایت از نوع GDDR5 و 64 بیت,19.9 × 236.5 × 359.2 میلی‌متر,1.65 کیلوگرم,7,باتری 2 سلولی با ظرفیت 38 وات‌ساعت," 28,575,000 "
https://www.zoomit.ir/product/asus-vivobook-15x-m1503ia-ryzen-5-4600h-rx-vega-6-8gb-512gb/,لپ تاپ VivoBook 15X M1503IA ایسوس - Ryzen 5 4600H RX Vega 6 8GB 512GB, VivoBook 15X M1503IA,ASUS,15.6 اینچ,1080×1920 - FHD,AMD Ryzen 5 4600H,8 گیگابایت,DDR4,512 گیگابایت,SSD,,,19.9 × 227.6 × 356.8 میلی‌متر,1.7 کیلوگرم,8,باتری 3 سلولی لیتیوم یونی با ظرفیت 70 وات‌ساعت," 24,000,000 "
https://www.zoomit.ir/product/acer-aspire-3-a315-58g-core-i3-1115g4-mx350-4gb-1512gb/,لپ تاپ اسپایر 3 A315-58G ایسر - Core i3-1115G4 MX350 4GB 1512GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,4 گیگابایت,DDR4,1512 گیگابایت (1 ترابایت HDD و 512 گیگابایت SSD),هیبریدی (HDD و SSD),انویدیا GeForce MX350,2 گیگابایت از نوع GDDR5,19.9 × 238.4 × 363.4 میلی‌متر,1.8 کیلوگرم,7,باتری 2 سلولی با ظرفیت 36 وات‌ساعت," 19,800,000 "
https://www.zoomit.ir/product/asus-f512ja-core-i5-1035g1-uhd-8gb-512gb/,لپ تاپ F512JA ایسوس - Core i5-1035G1 UHD 8GB 512GB, F512JA,ASUS,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-1035G1,8 گیگابایت,DDR4,512 گیگابایت,SSD,,,19.9 × 230.4 × 357.2 میلی‌متر,1.75 کیلوگرم,7,باتری 2 سلولی با ظرفیت 37 وات‌ساعت," 23,800,000 "
https://www.zoomit.ir/product/asus-vivobook-15-x1504va-core-i5-1335u-iris-xe-12gb-512gb/,لپ تاپ VivoBook 15 X1504VA ایسوس - Core i5-1335U Iris Xe 12GB 512GB, VivoBook 15 X1504VA,ASUS,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-1335U,12 گیگابایت,DDR4,512 گیگابایت,SSD,,,19.9 × 232.5 × 359.7 میلی‌متر,1.7 کیلوگرم,8,باتری 3 سلولی با ظرفیت 42 وات‌ساعت," 27,789,000 "
https://www.zoomit.ir/product/lenovo-ideapad-3-core-i3-1115g4-uhd-graphics-xe-20gb-512gb/,لپ تاپ IdeaPad 3 لنوو - Core i3-1115G4 UHD Graphics Xe 20GB 512GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,20 گیگابایت,DDR4,512 گیگابایت,SSD,,فاقد حافظه‌ی گرافیکی اختصاصی,19.9 × 253.4 × 362.2 میلی‌متر,1.7 کیلوگرم,7,باتری 2 سلولی با ظرفیت 36 وات‌ساعت," 17,000,000 "
https://www.zoomit.ir/product/acer-aspire-3-a315-58g-core-i3-1115g4-mx350-20gb-1128gb/,لپ تاپ اسپایر 3 A315-58G اسپایر - Core i3-1115G4 MX350 20GB 1128GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,20 گیگابایت,DDR4,1128 گیگابایت (1 ترابایت HDD و 128 گیگابایت SSD),هیبریدی (SSD و HDD),انویدیا GeForce MX350,2 گیگابایت از نوع GDDR5,19.9 × 238.4 × 363.4 میلی‌متر,1.8 کیلوگرم,8,باتری 2 سلولی با ظرفیت 36 وات‌ساعت," 20,700,000 "
https://www.zoomit.ir/product/acer-aspire-3-a315-58-34x1-core-i3-1115g4-uhd-8gb-512gb/,لپ تاپ اسپایر 3 A315-58-34X1 ایسر - Core i3-1115G4 UHD 8GB 512GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,8 گیگابایت,DDR4,512 گیگابایت,SSD,,,19.9 × 238.4 × 363.4 میلی‌متر,1.8 کیلوگرم,8,باتری 2 سلولی با ظرفیت 36 وات‌ساعت," 16,490,000 "
https://www.zoomit.ir/product/lenovo-ideapad-3-core-i3-1115g4-uhd-20gb-1tb/,لپ تاپ IdeaPad 3 لنوو - Core i3-1115G4 UHD 20GB 1TB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,4 گیگابایت,DDR4,1 ترابایت,HDD,,2 گیگابایت,19.9 × 253 × 362.2 میلی‌متر,1.65 کیلوگرم,8,باتری 2 سلولی با ظرفیت 38 وات‌ساعت," 18,300,000 "
https://www.zoomit.ir/product/asus-f512ja-core-i5-1035g1-uhd-20gb-512gb/,لپ تاپ F512JA ایسوس - Core i5-1035G1 UHD 20GB 512GB, F512JA,ASUS,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-1035G1,20 گیگابایت,DDR4,512 گیگابایت,SSD,,,19.9 × 230.4 × 357.2 میلی‌متر,1.75 کیلوگرم,6,باتری 2 سلولی با ظرفیت 37 وات‌ساعت," 28,992,000 "
https://www.zoomit.ir/product/lenovo-ideapad-3-core-i3-1115g4-uhd-4gb-512gb/,لپ تاپ IdeaPad 3 لنوو - Core i3-1115G4 UHD 4GB 512GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,4 گیگابایت,DDR4,512 گیگابایت,SSD,,2 گیگابایت,19.9 × 253 × 362.2 میلی‌متر,1.65 کیلوگرم,6,باتری 2 سلولی با ظرفیت 38 وات‌ساعت," 17,500,000 "
https://www.zoomit.ir/product/lenovo-thinkbook-15-core-i3-1115g4-mx450-8gb-128gb/,لپ تاپ ThinkBook 15 لنوو - Core i3-1115G4 MX450 8GB 128GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,8 گیگابایت,DDR4-3200,128 گیگابایت,SSD,انویدیا GeForce MX450,,18.9 × 245 × 364 میلی‌متر,1.7 کیلوگرم,6,باتری 3 سلولی با ظرفیت 45 وات‌ساعت," 22,400,000 "
https://www.zoomit.ir/product/lenovo-thinkbook-15-g2-core-i3-1115g4-uhd-8gb-512gb/,لپ تاپ ThinkBook 15 G2 لنوو - Core i3-1115G4 UHD 8GB 512GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,8 گیگابایت,DDR4-3200,512 گیگابایت,SSD,,,18.9 × 245 × 364 میلی‌متر,1.7 کیلوگرم,7,باتری 3 سلولی با ظرفیت 45 وات‌ساعت," 17,500,000 "
https://www.zoomit.ir/product/lenovo-thinkbook-15-g2-core-i3-1115g4-uhd-8gb-256gb/,لپ تاپ ThinkBook 15 G2 لنوو - Core i3-1115G4 UHD 8GB 256GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,8 گیگابایت,DDR4-3200,256 گیگابایت,SSD,,,18.9 × 245 × 364 میلی‌متر,1.7 کیلوگرم,6,باتری 3 سلولی با ظرفیت 45 وات‌ساعت," 16,650,000 "
https://www.zoomit.ir/product/lenovo-thinkbook-15-g2-core-i3-1115g4-uhd-12gb-256gb/,لپ تاپ ThinkBook 15 G2 لنوو - Core i3-1115G4 UHD 12GB 256GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,12 گیگابایت,DDR4-3200,256 گیگابایت,SSD,,,18.9 × 245 × 364 میلی‌متر,1.7 کیلوگرم,7,باتری 3 سلولی با ظرفیت 45 وات‌ساعت," 17,200,000 "
https://www.zoomit.ir/product/asus-vivobook-15-r1504va-core-i5-1335u-iris-xe-12gb-512gb/,لپ تاپ VivoBook 15 R1504VA ایسوس - Core i5-1335U Iris Xe 12GB 512GB, VivoBook 15 R1504VA,ASUS,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-1335U,12 گیگابایت,DDR4,512 گیگابایت,SSD,,,17.9 × 232.5 × 359.7 میلی‌متر,1.7 کیلوگرم,6,باتری 3 سلولی با ظرفیت 42 وات‌ساعت," 27,990,000 "
https://www.zoomit.ir/product/lenovo-ideapad-5-core-i3-1115g4-uhd-4gb-512gb/,لپ تاپ IdeaPad 5 لنوو - Core i3-1115G4 UHD 4GB 512GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,4 گیگابایت,DDR4-3200,512 گیگابایت,SSD,,,19.9 × 233.1 × 356.6 میلی‌متر,1.66 کیلوگرم,9,باتری 3 سلولی با ظرفیت 57 وات‌ساعت," 16,199,000 "
https://www.zoomit.ir/product/asus-vivobook-x1500ea-core-i3-1115g4-uhd-4gb-256gb/,لپ تاپ VivoBook X1500EA ایسوس - Core i3-1115G4 UHD 4GB 256GB, VivoBook X1500EA,ASUS,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,4 گیگابایت,DDR4,256 گیگابایت,SSD,,,19.9 × 235 × 360 میلی‌متر,1.8 کیلوگرم,7,باتری 2 سلولی با ظرفیت 37 وات‌ساعت," 15,500,000 "
https://www.zoomit.ir/product/lenovo-loq-15irh8-core-i7-13620h-rtx-4060-32gb-2tb-fhd/,لپ تاپ LOQ 15IRH8 لنوو - Core i7-13620H RTX 4060 32GB 2TB FHD,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i7-13620H,32 گیگابایت,DDR5,2 ترابایت,SSD,انویدیا GeForce RTX 4060,8 گیگابایت از نوع GDDR6,25.2 × 264.8 × 359.6 میلی‌متر,2.4 کیلوگرم,7,باتری 4 سلولی با ظرفیت 60 وات‌ساعت," 64,899,000 "
https://www.zoomit.ir/product/lenovo-ideapad-3-core-i5-1135g7-mx350-12gb-512gb/,لپ تاپ IdeaPad 3 لنوو - Core i5-1135G7 MX350 12GB 512GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-1135G7,12 گیگابایت,DDR4-3200,512 گیگابایت,SSD,انویدیا GeForce MX350,2 گیگابایت از نوع GDDR5 و 64 بیت,19.9 × 236.5 × 359.2 میلی‌متر,1.65 کیلوگرم,7,باتری 2 سلولی با ظرفیت 38 وات‌ساعت," 27,100,000 "
https://www.zoomit.ir/product/asus-tuf-gaming-f15-fx506hf-core-i5-11400h-rtx-2050-24gb-512gb/,لپ تاپ TUF Gaming F15 FX506HF ایسوس - Core i5-11400H RTX 2050 24GB 512GB, TUF Gaming F15 FX506HF,ASUS,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-11400H,24 گیگابایت,DDR4,512 گیگابایت,SSD,انویدیا GeForce RTX 2050,4 گیگابایت از نوع GDDR6,,2.3 کیلوگرم,7,باتری 3 سلولی با ظرفیت 48 وات‌ساعت," 40,090,000 "
https://www.zoomit.ir/product/lenovo-ideapad-gaming-3-core-i5-11300h-gtx-1650-16gb-512gb/,لپ تاپ آیدیاپد گیمینگ 3 لنوو - Core i5-11300H GTX 1650 16GB 512GB 120hz,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-11300H,16 گیگابایت,DDR4,512 گیگابایت,SSD,انویدیا GeForce GTX 1650,4 گیگابایت از نوع GDDR6,24.2 × 251.9 × 359.6 میلی‌متر,2.25 کیلوگرم,7,باتری با ظرفیت 45 وات‌ساعت," 34,499,000 "
https://www.zoomit.ir/product/lenovo-ideapad-gaming-3-core-i5-11320h-gtx-1650-16gb-512gb/,لپ تاپ آیدیاپد گیمینگ 3 لنوو - Core i5-11320H GTX 1650 16GB 512GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-11320H,16 گیگابایت,DDR4,512 گیگابایت,SSD,انویدیا GeForce GTX 1650,4 گیگابایت از نوع GDDR6,24.2 × 251.9 × 359.6 میلی‌متر,2.25 کیلوگرم,7,باتری با ظرفیت 45 وات‌ساعت," 35,500,000 "
https://www.zoomit.ir/product/lenovo-ideapad-3-core-i5-1235u-iris-xe-8gb-1512gb/,لپ تاپ IdeaPad 3 لنوو - Core i5-1235U Iris Xe 8GB 1512GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-1235U,8 گیگابایت,DDR4,1512 گیگابایت (1 ترابایت HDD و 512 گیگابایت SSD),هیبریدی (SSD و HDD),,,19.9 × 236.5 × 359.2 میلی‌متر,1.65 کیلوگرم,6,باتری 2 سلولی با ظرفیت 38 وات‌ساعت," 25,000,000 "
https://www.zoomit.ir/product/legion-pro-5i-core-i7-13700hx-rtx-4060-32gb-1tb/,لپ تاپ Legion Pro 5i لنوو - Core i7-13700HX RTX 4060 32GB 1TB,,,16 اینچ,QHD - 2560×1600,اینتل Core i7-13700HX,32 گیگابایت,DDR5,1 ترابایت,SSD,انویدیا GeForce RTX 4060,8 گیگابایت از نوع GDDR6,26.7 × 260.3 × 363.4 میلی‌متر,2.5 کیلوگرم,8,باتری 4 سلولی با ظرفیت 80 وات‌ساعت," 85,000,000 "
https://www.zoomit.ir/product/asus-vivobook-15-r1502za-core-i7-12700h-iris-xe-40gb-512gb/,لپ تاپ VivoBook 15 R1502ZA ایسوس - Core i7-12700H Iris Xe 40GB 512GB, VivoBook 15 R1502ZA,ASUS,15.6 اینچ,1080×1920 - FHD,اینتل Core i7-12700H,40 گیگابایت,DDR4,512 گیگابایت,SSD,,,19.9 × 232.5 × 359.7 میلی‌متر,1.7 کیلوگرم,6,باتری 3 سلولی با ظرفیت 42 وات‌ساعت," 39,450,000 "
https://www.zoomit.ir/product/asus-expertbook-b1500c-core-i5-1135g7-iris-xe-8gb-2tb/,لپ تاپ ExpertBook B1500C ایسوس - Core i5-1135G7 Iris Xe 8GB 2TB, ExpertBook B1500C,ASUS,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-1135G7,8 گیگابایت,DDR4,2 ترابایت (1 ترابایت HDD و 1 ترابایت SSD),هیبریدی (SSD و HDD),,,19.9 × 234.9 × 360.2 میلی‌متر,1.7 کیلوگرم,6,باتری 3 سلولی با ظرفیت 42 وات‌ساعت,
https://www.zoomit.ir/product/asus-vivobook-x1500ea-core-i3-1115g4-uhd-8gb-1tb/,لپ تاپ VivoBook X1500EA ایسوس - Core i3-1115G4 UHD 8GB 1TB, VivoBook X1500EA,ASUS,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,8 گیگابایت,DDR4,1 ترابایت,SSD,,,19.9 × 235 × 360 میلی‌متر,1.8 کیلوگرم,7,باتری 2 سلولی با ظرفیت 37 وات‌ساعت," 18,789,000 "
https://www.zoomit.ir/product/asus-vivobook-15-r1502za-core-i7-12700h-iris-xe-24gb-512gb/,لپ تاپ VivoBook 15 R1502ZA ایسوس - Core i7-12700H Iris Xe 24GB 512GB, VivoBook 15 R1502ZA,ASUS,15.6 اینچ,1080×1920 - FHD,اینتل Core i7-12700H,24 گیگابایت,DDR4,512 گیگابایت,SSD,,,19.9 × 232.5 × 359.7 میلی‌متر,1.7 کیلوگرم,7,باتری 3 سلولی با ظرفیت 42 وات‌ساعت," 37,850,000 "
https://www.zoomit.ir/product/asus-expertbook-b1-b1400ceae-core-i7-1165g7-iris-xe-32gb-2tb/,لپ تاپ ExpertBook B1 B1400CEAE ایسوس - Core i7-1165G7 Iris Xe 32GB 2TB, ExpertBook B1 B1400CEAE,ASUS,14 اینچ,1080×1920 - FHD,اینتل Core i7-1165G7,32 گیگابایت,DDR4,2 ترابایت (1 ترابایت HDD و 1 ترابایت SSD),هیبریدی (SSD و HDD),,,19.2 × 215.6 × 323.4 میلی‌متر,1.45 کیلوگرم,6,باتری 3 سلولی با ظرفیت 42 وات‌ساعت," 38,399,000 "
https://www.zoomit.ir/product/lenovo-ideapad-gaming-3-core-i5-11320h-gtx-1650-8gb-1256gb/,لپ تاپ آیدیاپد گیمینگ 3 لنوو - Core i5-11320H GTX 1650 8GB 1256GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-11320H,8 گیگابایت,DDR4,1256 گیگابایت (1 ترابایت HDD و 256 گیگابایت SSD),هیبریدی (SSD و HDD),انویدیا GeForce GTX 1650,4 گیگابایت از نوع GDDR6,24.2 × 251.9 × 359.6 میلی‌متر,2.25 کیلوگرم,8,باتری با ظرفیت 45 وات‌ساعت," 34,800,000 "
https://www.zoomit.ir/product/asus-vivobook-15-r1502za-core-i7-12700h-iris-xe-40gb-256gb/,لپ تاپ VivoBook 15 R1502ZA ایسوس - Core i7-12700H Iris Xe 40GB 256GB, VivoBook 15 R1502ZA,ASUS,15.6 اینچ,1080×1920 - FHD,اینتل Core i7-12700H,40 گیگابایت,DDR4,256 گیگابایت,SSD,,,19.9 × 232.5 × 359.7 میلی‌متر,1.7 کیلوگرم,8,باتری 3 سلولی با ظرفیت 42 وات‌ساعت," 38,900,000 "
https://www.zoomit.ir/product/lenovo-v15-g2-core-i3-1215u-uhd-12gb-512gb/,لپ تاپ V15 G2 لنوو - Core i3-1215U UHD 12GB 512GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1215U,12 گیگابایت,DDR4,512 گیگابایت,SSD,,,19.9 × 235.8 × 359.2 میلی‌متر,1.7 کیلوگرم,7,باتری 2 سلولی با ظرفیت 38 وات‌ساعت," 17,350,000 "
